APPROACH TYPE,TOPIC_LEVEL_1 / ROLE_NAME,CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
role-based,legal,energy & natural resources law,natural resources,water rights,,
role-based,legal,energy & natural resources law,natural resources,timber rights,,
role-based,legal,energy & natural resources law,natural resources,natural resource conservation,,
role-based,legal,media & entertainment law,,,,
role-based,legal,media & entertainment law,entertainment contracts,,,
role-based,legal,media & entertainment law,entertainment contracts,talent agreements,,
role-based,legal,media & entertainment law,entertainment contracts,production agreements,,
role-based,legal,media & entertainment law,entertainment contracts,distribution agreements,,
role-based,legal,media & entertainment law,entertainment contracts,licensing deals,,
role-based,legal,media & entertainment law,film & television,,,
role-based,legal,media & entertainment law,film & television,film production legal,,
role-based,legal,media & entertainment law,film & television,broadcasting rights,,
role-based,legal,media & entertainment law,film & television,syndication agreements,,
role-based,legal,media & entertainment law,film & television,residuals & royalties,,
role-based,legal,media & entertainment law,music law,,,
role-based,legal,media & entertainment law,music law,recording agreements,,
role-based,legal,media & entertainment law,music law,music publishing,,
role-based,legal,media & entertainment law,music law,performance rights,,
role-based,legal,media & entertainment law,music law,music licensing,,
role-based,legal,media & entertainment law,digital media,,,
role-based,legal,media & entertainment law,digital media,streaming rights,,
role-based,legal,media & entertainment law,digital media,content licensing,,
role-based,legal,media & entertainment law,digital media,influencer agreements,,
role-based,legal,media & entertainment law,digital media,platform agreements,,
role-based,legal,international law,,,,
role-based,legal,international law,international trade,,,
role-based,legal,international law,international trade,import/export regulations,,
role-based,legal,international law,international trade,customs law,,
role-based,legal,international law,international trade,trade agreements,,
role-based,legal,international law,international trade,tariffs & duties,,
role-based,legal,international law,cross-border transactions,,,
role-based,legal,international law,cross-border transactions,international contracts,,
role-based,legal,international law,cross-border transactions,foreign investment,,
role-based,legal,international law,cross-border transactions,currency controls,,
role-based,legal,international law,cross-border transactions,international tax planning,,
role-based,legal,international law,international dispute resolution,,,
role-based,legal,international law,international dispute resolution,international arbitration,,
role-based,legal,international law,international dispute resolution,international litigation,,
role-based,legal,international law,international dispute resolution,enforcement of judgments,,
role-based,legal,international law,international dispute resolution,choice of law,,
role-based,legal,international law,treaty & convention law,,,
role-based,legal,international law,treaty & convention law,treaty interpretation,,
role-based,legal,international law,treaty & convention law,international conventions,,
role-based,legal,international law,treaty & convention law,bilateral agreements,,
role-based,legal,international law,treaty & convention law,multilateral treaties,,
topic-based,legal,data privacy & protection,global privacy laws,gdpr (general data protection regulation),,
topic-based,legal,data privacy & protection,global privacy laws,ccpa (california consumer privacy act),,
topic-based,legal,data privacy & protection,global privacy laws,cpra (california privacy rights act),,
topic-based,legal,data privacy & protection,global privacy laws,lgpd (brazil),,
topic-based,legal,data privacy & protection,global privacy laws,pipeda (canada),,
topic-based,legal,data privacy & protection,global privacy laws,popia (south africa),,
topic-based,legal,data privacy & protection,global privacy laws,appi (japan),,
topic-based,legal,data privacy & protection,sector-specific privacy,hipaa (healthcare),,
topic-based,legal,data privacy & protection,sector-specific privacy,glba (gramm-leach-bliley act - financial),,
topic-based,legal,data privacy & protection,sector-specific privacy,ferpa (family educational rights),,
topic-based,legal,data privacy & protection,sector-specific privacy,coppa (children's online privacy),,
topic-based,legal,data privacy & protection,privacy rights,right to access,,
topic-based,legal,data privacy & protection,privacy rights,right to erasure (right to be forgotten),,
topic-based,legal,data privacy & protection,privacy rights,right to rectification,,
topic-based,legal,data privacy & protection,privacy rights,right to data portability,,
topic-based,legal,data privacy & protection,privacy rights,right to opt-out,,
topic-based,legal,data privacy & protection,privacy rights,right to opt-in/consent,,
topic-based,legal,data privacy & protection,data subject rights,access requests,,
topic-based,legal,data privacy & protection,data subject rights,deletion requests,,
topic-based,legal,data privacy & protection,data subject rights,correction requests,,
topic-based,legal,data privacy & protection,privacy compliance,privacy impact assessments (pia),,
topic-based,legal,data privacy & protection,privacy compliance,data protection impact assessment (dpia),,
topic-based,legal,data privacy & protection,privacy compliance,privacy by design,,
topic-based,legal,data privacy & protection,privacy compliance,privacy by default,,
topic-based,legal,data privacy & protection,privacy compliance,data protection officer (dpo),,
topic-based,legal,data privacy & protection,privacy compliance,consent management,,
topic-based,legal,data privacy & protection,breach notification,breach detection,,
topic-based,legal,data privacy & protection,breach notification,breach reporting requirements,,
topic-based,legal,data privacy & protection,breach notification,72-hour notification rule (gdpr),,
topic-based,legal,data privacy & protection,breach notification,60-day notification rule (hipaa),,
topic-based,legal,data privacy & protection,privacy penalties,gdpr fines (up to 4% revenue),,
topic-based,legal,data privacy & protection,privacy penalties,ccpa penalties,,
topic-based,legal,data privacy & protection,privacy penalties,hipaa penalties,,
topic-based,legal,data security,security standards,pci dss (payment card industry),,
topic-based,legal,data security,security standards,soc 2 (service organization control),,
topic-based,legal,data security,security standards,iso 27001,,
topic-based,legal,data security,security standards,nist framework,,
topic-based,legal,data security,security standards,fedramp (federal),,
topic-based,legal,data security,security measures,encryption requirements,,
topic-based,legal,data security,security measures,access controls,,
topic-based,legal,data security,security measures,authentication requirements,,
topic-based,legal,data security,security measures,security audits,,
topic-based,legal,data security,security measures,incident response plans,,
topic-based,legal,data security,vulnerability management,security testing,,
topic-based,legal,data security,vulnerability management,penetration testing requirements,,
topic-based,legal,data security,vulnerability management,risk assessments,,
topic-based,legal,intellectual property,patents,patent applications,,
topic-based,legal,intellectual property,patents,patent infringement,,
topic-based,legal,intellectual property,patents,patent licensing,,
topic-based,legal,intellectual property,patents,patent protection,,
topic-based,legal,intellectual property,patents,utility patents,,
topic-based,legal,intellectual property,patents,design patents,,
topic-based,legal,intellectual property,copyrights,copyright registration,,
topic-based,legal,intellectual property,copyrights,copyright infringement,,
topic-based,legal,intellectual property,copyrights,fair use,,
topic-based,legal,intellectual property,copyrights,work for hire,,
topic-based,legal,intellectual property,copyrights,copyright licensing,,
topic-based,legal,intellectual property,trademarks,trademark registration,,
topic-based,legal,intellectual property,trademarks,trademark infringement,,
topic-based,legal,intellectual property,trademarks,service marks,,
topic-based,legal,intellectual property,trademarks,trademark licensing,,
topic-based,legal,intellectual property,trademarks,brand protection,,
topic-based,legal,intellectual property,trade secrets,trade secret protection,,
topic-based,legal,intellectual property,trade secrets,confidential information,,
topic-based,legal,intellectual property,trade secrets,non-disclosure agreements (ndas),,
topic-based,legal,intellectual property,trade secrets,proprietary information,,
topic-based,legal,intellectual property,ip ownership,work product ownership,,
topic-based,legal,intellectual property,ip ownership,assignment agreements,,
topic-based,legal,intellectual property,ip ownership,joint ownership,,
topic-based,legal,intellectual property,ip ownership,exclusive rights,,
topic-based,legal,contract law,contract types,service agreements,,
topic-based,legal,contract law,contract types,licensing agreements,,
topic-based,legal,contract law,contract types,employment contracts,,
topic-based,legal,contract law,contract types,non-disclosure agreements (ndas),,
topic-based,legal,contract law,contract types,service level agreements (slas),,
topic-based,legal,contract law,contract types,master service agreements (msas),,
topic-based,legal,contract law,contract types,data processing agreements (dpas),,
topic-based,legal,contract law,contract elements,offer and acceptance,,
topic-based,legal,contract law,contract elements,consideration,,
topic-based,legal,contract law,contract elements,capacity,,
topic-based,legal,contract law,contract elements,legality,,
topic-based,legal,contract law,contract terms,payment terms,,
topic-based,legal,contract law,contract terms,termination clauses,,
topic-based,legal,contract law,contract terms,liability limitations,,
topic-based,legal,contract law,contract terms,indemnification,,
topic-based,legal,contract law,contract terms,force majeure,,
topic-based,legal,contract law,contract terms,warranties and representations,,
topic-based,legal,contract law,contract terms,governing law,,
topic-based,legal,contract law,contract terms,dispute resolution,,
topic-based,legal,contract law,breach of contract,material breach,,
topic-based,legal,contract law,breach of contract,minor breach,,
topic-based,legal,contract law,breach of contract,remedies,,
topic-based,legal,contract law,breach of contract,damages,,
topic-based,legal,employment law,wage & hour laws,fair labor standards act (flsa),,
topic-based,legal,employment law,wage & hour laws,minimum wage requirements,,
topic-based,legal,employment law,wage & hour laws,overtime pay,,
topic-based,legal,employment law,wage & hour laws,exempt vs non-exempt,,
topic-based,legal,employment law,wage & hour laws,employee classification,,
topic-based,legal,employment law,wage & hour laws,independent contractor classification,,
topic-based,legal,employment law,wage & hour laws,timekeeping requirements,,
topic-based,legal,employment law,wage & hour laws,wage theft,,
topic-based,legal,employment law,discrimination & harassment,title vii (civil rights act),,
topic-based,legal,employment law,discrimination & harassment,age discrimination (adea),,
topic-based,legal,employment law,discrimination & harassment,disability discrimination (ada),,
topic-based,legal,employment law,discrimination & harassment,equal pay act,,
topic-based,legal,employment law,discrimination & harassment,sexual harassment,,
topic-based,legal,employment law,discrimination & harassment,hostile work environment,,
topic-based,legal,employment law,discrimination & harassment,retaliation,,
topic-based,legal,employment law,discrimination & harassment,protected classes,,
topic-based,legal,employment law,leave & benefits,family & medical leave act (fmla),,
topic-based,legal,employment law,leave & benefits,paid sick leave,,
topic-based,legal,employment law,leave & benefits,vacation time,,
topic-based,legal,employment law,leave & benefits,cobra (healthcare continuation),,
topic-based,legal,employment law,leave & benefits,retirement benefits (erisa),,
topic-based,legal,employment law,workplace safety,osha (occupational safety),,
topic-based,legal,employment law,workplace safety,workers' compensation,,
topic-based,legal,employment law,workplace safety,workplace injury reporting,,
topic-based,legal,employment law,workplace safety,safety standards,,
topic-based,legal,employment law,termination & separation,at-will employment,,
topic-based,legal,employment law,termination & separation,wrongful termination,,
topic-based,legal,employment law,termination & separation,constructive discharge,,
topic-based,legal,employment law,termination & separation,severance agreements,,
topic-based,legal,employment law,termination & separation,non-compete agreements,,
topic-based,legal,employment law,termination & separation,non-solicitation agreements,,
topic-based,legal,corporate & business law,business formation,corporations,,
topic-based,legal,corporate & business law,business formation,limited liability companies (llcs),,
topic-based,legal,corporate & business law,business formation,partnerships,,
topic-based,legal,corporate & business law,business formation,sole proprietorships,,
topic-based,legal,corporate & business law,business formation,s corporations,,
topic-based,legal,corporate & business law,business formation,c corporations,,
topic-based,legal,corporate & business law,corporate governance,board of directors,,
topic-based,legal,corporate & business law,corporate governance,shareholder rights,,
topic-based,legal,corporate & business law,corporate governance,fiduciary duties,,
topic-based,legal,corporate & business law,corporate governance,corporate bylaws,,
topic-based,legal,corporate & business law,corporate governance,articles of incorporation,,
topic-based,legal,corporate & business law,mergers & acquisitions,due diligence,,
topic-based,legal,corporate & business law,mergers & acquisitions,asset purchase agreements,,
topic-based,legal,corporate & business law,mergers & acquisitions,stock purchase agreements,,
topic-based,legal,corporate & business law,mergers & acquisitions,merger agreements,,
topic-based,legal,corporate & business law,mergers & acquisitions,acquisition integration,,
topic-based,legal,corporate & business law,securities law,securities registration,,
topic-based,legal,corporate & business law,securities law,public offerings,,
topic-based,legal,corporate & business law,securities law,private placements,,
topic-based,legal,corporate & business law,securities law,insider trading,,
topic-based,legal,corporate & business law,securities law,sec filings,,
topic-based,legal,regulatory compliance,financial regulations,sarbanes-oxley act (sox),,
topic-based,legal,regulatory compliance,financial regulations,dodd-frank act,,
topic-based,legal,regulatory compliance,financial regulations,bank secrecy act (bsa),,
topic-based,legal,regulatory compliance,financial regulations,anti-money laundering (aml),,
topic-based,legal,regulatory compliance,financial regulations,know your customer (kyc),,
topic-based,legal,regulatory compliance,industry-specific,fda regulations (healthcare),,
topic-based,legal,regulatory compliance,industry-specific,ftc regulations (consumer protection),,
topic-based,legal,regulatory compliance,industry-specific,finra (financial services),,
topic-based,legal,regulatory compliance,industry-specific,sec regulations,,
topic-based,legal,regulatory compliance,industry-specific,environmental regulations (epa),,
topic-based,legal,regulatory compliance,international trade,export controls,,
topic-based,legal,regulatory compliance,international trade,import regulations,,
topic-based,legal,regulatory compliance,international trade,trade sanctions,,
topic-based,legal,regulatory compliance,international trade,customs compliance,,
topic-based,legal,regulatory compliance,audit & reporting,compliance audits,,
topic-based,legal,regulatory compliance,audit & reporting,regulatory reporting,,
topic-based,legal,regulatory compliance,audit & reporting,certification requirements,,
topic-based,legal,regulatory compliance,audit & reporting,record retention,,
topic-based,legal,litigation & dispute resolution,litigation types,employment litigation,,
topic-based,legal,litigation & dispute resolution,litigation types,contract disputes,,
topic-based,legal,litigation & dispute resolution,litigation types,intellectual property disputes,,
topic-based,legal,litigation & dispute resolution,litigation types,class action lawsuits,,
topic-based,legal,litigation & dispute resolution,litigation types,data breach litigation,,
topic-based,legal,litigation & dispute resolution,pre-trial,discovery,,
topic-based,legal,litigation & dispute resolution,pre-trial,depositions,,
topic-based,legal,litigation & dispute resolution,pre-trial,interrogatories,,
topic-based,legal,litigation & dispute resolution,pre-trial,document production,,
topic-based,legal,litigation & dispute resolution,alternative dispute resolution,mediation,,
topic-based,legal,litigation & dispute resolution,alternative dispute resolution,arbitration,,
topic-based,legal,litigation & dispute resolution,alternative dispute resolution,negotiation,,
topic-based,legal,litigation & dispute resolution,alternative dispute resolution,settlement agreements,,
topic-based,legal,litigation & dispute resolution,e-discovery,electronic evidence,,
topic-based,legal,litigation & dispute resolution,e-discovery,data preservation,,
topic-based,legal,litigation & dispute resolution,e-discovery,litigation holds,,
topic-based,legal,litigation & dispute resolution,e-discovery,document review,,
topic-based,legal,legal risk management,risk assessment,legal risk identification,,
topic-based,legal,legal risk management,risk assessment,compliance risk assessment,,
topic-based,legal,legal risk management,risk assessment,contract risk analysis,,
topic-based,legal,legal risk management,risk mitigation,insurance coverage,,
topic-based,legal,legal risk management,risk mitigation,indemnification clauses,,
topic-based,legal,legal risk management,risk mitigation,hold harmless agreements,,
topic-based,legal,legal risk management,risk mitigation,risk transfer,,
topic-based,legal,legal risk management,policies & procedures,legal compliance programs,,
topic-based,legal,legal risk management,policies & procedures,ethics & conduct policies,,
topic-based,legal,legal risk management,policies & procedures,whistleblower policies,,
topic-based,legal,legal risk management,policies & procedures,anti-corruption policies,,
topic-based,legal,consumer protection,consumer rights,truth in advertising,,
topic-based,legal,consumer protection,consumer rights,fair credit reporting,,
topic-based,legal,consumer protection,consumer rights,consumer privacy rights,,
topic-based,legal,consumer protection,consumer rights,product liability,,
topic-based,legal,consumer protection,consumer rights,warranty rights,,
topic-based,legal,consumer protection,regulatory bodies,federal trade commission (ftc),,
topic-based,legal,consumer protection,regulatory bodies,consumer financial protection bureau (cfpb),,
topic-based,legal,consumer protection,regulatory bodies,state attorneys general,,
topic-based,legal,tax law,business taxation,corporate tax,,
topic-based,legal,tax law,business taxation,sales tax,,
topic-based,legal,tax law,business taxation,use tax,,
topic-based,legal,tax law,business taxation,payroll tax,,
topic-based,legal,tax law,business taxation,tax reporting requirements,,
topic-based,legal,tax law,international tax,transfer pricing,,
topic-based,legal,tax law,international tax,tax treaties,,
topic-based,legal,tax law,international tax,foreign tax credits,,
topic-based,legal,real estate & property,commercial leases,lease agreements,,
topic-based,legal,real estate & property,commercial leases,landlord-tenant law,,
topic-based,legal,real estate & property,commercial leases,property rights,,
topic-based,legal,real estate & property,real property,property ownership,,
topic-based,legal,real estate & property,real property,easements,,
topic-based,legal,real estate & property,real property,zoning compliance,,
topic-based,marketing,digital marketing,social media marketing,strategy & planning,goal setting & kpi definition,"aligning social kpis with business objectives (awareness, leads, sales)"
topic-based,marketing,digital marketing,social media marketing,strategy & planning,target audience & persona development,mapping personas to social platforms
topic-based,marketing,digital marketing,social media marketing,strategy & planning,competitive analysis,share of voice (sov) analysis
topic-based,marketing,digital marketing,social media marketing,strategy & planning,competitive analysis,content & engagement benchmarking
topic-based,marketing,digital marketing,social media marketing,strategy & planning,channel selection & mission,defining the purpose for each platform
topic-based,marketing,digital marketing,social media marketing,strategy & planning,brand voice & tone guidelines,creating a social media style guide
topic-based,marketing,digital marketing,social media marketing,content & campaign management,content strategy,content pillar & theme development
topic-based,marketing,digital marketing,social media marketing,content & campaign management,content strategy,content curation vs. creation mix
topic-based,marketing,digital marketing,social media marketing,content & campaign management,content creation,graphic design
topic-based,marketing,digital marketing,social media marketing,content & campaign management,content creation,video production
topic-based,marketing,digital marketing,social media marketing,content & campaign management,content creation,copywriting for social media
topic-based,marketing,digital marketing,social media marketing,content & campaign management,editorial calendar & scheduling,content cadence & frequency planning
topic-based,marketing,digital marketing,social media marketing,content & campaign management,editorial calendar & scheduling,using scheduling tools
topic-based,marketing,digital marketing,social media marketing,content & campaign management,campaign execution,integrated marketing campaign support
topic-based,marketing,digital marketing,social media marketing,content & campaign management,campaign execution,user-generated content (ugc) campaigns
topic-based,marketing,digital marketing,social media marketing,community management,engagement strategy,comment & direct message response protocol
topic-based,marketing,digital marketing,social media marketing,community management,engagement strategy,proactive engagement & conversation starting
topic-based,marketing,digital marketing,social media marketing,community management,social listening,brand mention & keyword monitoring
topic-based,marketing,digital marketing,social media marketing,community management,social listening,sentiment analysis
topic-based,marketing,digital marketing,social media marketing,community management,social listening,trend identification & tracking
topic-based,marketing,digital marketing,social media marketing,community management,influencer & creator marketing,influencer identification & vetting
topic-based,marketing,digital marketing,social media marketing,community management,influencer & creator marketing,outreach & campaign negotiation
topic-based,marketing,digital marketing,social media marketing,community management,influencer & creator marketing,performance tracking & roi measurement
topic-based,marketing,digital marketing,social media marketing,paid social advertising,platform ad management,facebook & instagram ads
topic-based,marketing,digital marketing,social media marketing,paid social advertising,platform ad management,linkedin ads
topic-based,marketing,digital marketing,social media marketing,paid social advertising,platform ad management,tiktok ads
topic-based,marketing,digital marketing,social media marketing,paid social advertising,platform ad management,x (twitter) ads
topic-based,marketing,digital marketing,social media marketing,paid social advertising,campaign strategy,"funnel-based objective setting (awareness, consideration, conversion)"
topic-based,marketing,digital marketing,social media marketing,paid social advertising,campaign strategy,budgeting & bidding strategy
topic-based,marketing,digital marketing,social media marketing,paid social advertising,audience targeting,"core audience targeting (demographics, interests, behaviors)"
topic-based,marketing,digital marketing,social media marketing,paid social advertising,audience targeting,custom & lookalike audience creation
topic-based,marketing,digital marketing,social media marketing,paid social advertising,ad creative & copy,"a/b testing ads (creative, copy, cta)"
topic-based,marketing,digital marketing,social media marketing,paid social advertising,ad creative & copy,"ad format selection (video, carousel, lead gen forms)"
topic-based,marketing,digital marketing,social media marketing,paid social advertising,performance & optimization,pixel & conversion api tracking
topic-based,marketing,digital marketing,social media marketing,paid social advertising,performance & optimization,return on ad spend (roas) analysis
topic-based,marketing,digital marketing,social media marketing,analytics & reporting,performance metrics,"awareness metrics (reach, impressions, sov)"
topic-based,marketing,digital marketing,social media marketing,analytics & reporting,performance metrics,"engagement metrics (likes, comments, shares, saves, rate)"
topic-based,marketing,digital marketing,social media marketing,analytics & reporting,performance metrics,"website metrics (click-through rate, traffic, bounce rate)"
topic-based,marketing,digital marketing,social media marketing,analytics & reporting,performance metrics,"conversion metrics (leads, mqls, sales)"
topic-based,marketing,digital marketing,social media marketing,reporting & dashboards,building weekly & monthly reports,
topic-based,marketing,digital marketing,social media marketing,reporting & dashboards,"dashboarding tools (native analytics, looker studio, etc.)",
topic-based,marketing,digital marketing,social media marketing,reporting & dashboards,communicating insights & recommendations,
topic-based,marketing,digital marketing,search engine optimization (seo),,,
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,keyword research,keyword discovery & analysis
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,keyword research,"search intent analysis (informational, navigational, transactional)"
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,keyword research,competitor keyword gap analysis
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,keyword research,keyword mapping to funnel stages
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,keyword research,long-tail keyword identification
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,content optimization,title tag & meta description crafting
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,content optimization,"header tag strategy (h1, h2, h3s)"
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,content optimization,body content & readability optimization
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,content optimization,"image seo (alt text, file names, compression)"
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,content optimization,internal & external linking strategy
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,topic clusters & pillar pages,pillar page creation
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,topic clusters & pillar pages,cluster content development
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,schema & structured data,"rich snippet implementation (faq, how-to, review)"
topic-based,marketing,digital marketing,search engine optimization (seo),on-page seo,schema & structured data,knowledge graph & entity optimization
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,crawlability & indexability,xml sitemap management & optimization
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,crawlability & indexability,robots.txt configuration & management
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,crawlability & indexability,crawl budget optimization
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,crawlability & indexability,log file analysis
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,crawlability & indexability,url structure & canonicalization
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,site architecture,information architecture planning
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,site architecture,breadcrumb navigation
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,page experience & core web vitals,site speed optimization
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,page experience & core web vitals,mobile friendliness & responsiveness
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,page experience & core web vitals,https & site security
topic-based,marketing,digital marketing,search engine optimization (seo),technical seo,international seo,hreflang tag implementation
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,link building (backlink acquisition),digital pr & media outreach
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,link building (backlink acquisition),guest blogging & content collaboration
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,link building (backlink acquisition),broken link building
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,link building (backlink acquisition),unlinked brand mention reclamation
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,link building (backlink acquisition),resource & linkable asset promotion
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,backlink profile management,backlink audit & quality analysis
topic-based,marketing,digital marketing,search engine optimization (seo),off-page seo,backlink profile management,link disavow & spam control
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,google business profile (gbp) optimization,"nap (name, address, phone) consistency"
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,google business profile (gbp) optimization,gbp service & product listing
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,google business profile (gbp) optimization,gbp posts & q&a management
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,local citation building & management,directory & listing submissions
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,online reviews & reputation,review generation strategy
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,online reviews & reputation,responding to customer reviews
topic-based,marketing,digital marketing,search engine optimization (seo),local seo,local-specific keyword targeting,near me & geo-targeted searches
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,seo audits,technical seo audit
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,seo audits,content & on-page audit
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,seo audits,backlink profile audit
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,performance measurement,rank tracking & search visibility
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,performance measurement,organic traffic & user behavior analysis
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,performance measurement,conversion & goal tracking from organic search
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,reporting,"dashboard creation (google looker studio, etc.)"
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,reporting,competitive landscape reporting
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,tooling,google search console & google analytics
topic-based,marketing,digital marketing,search e_ngine optimization (seo),seo strategy & analytics,tooling,"seo platforms (e.g., ahrefs, semrush, moz)"
topic-based,marketing,digital marketing,search engine optimization (seo),seo strategy & analytics,tooling,"technical crawlers (e.g., screaming frog)"
topic-based,marketing,digital marketing,content marketing,content strategy & planning,audience & persona research,identifying customer pain points & questions
topic-based,marketing,digital marketing,content marketing,content strategy & planning,audience & persona research,customer journey mapping
topic-based,marketing,digital marketing,content marketing,content strategy & planning,messaging & positioning,developing core content pillars & themes
topic-based,marketing,digital marketing,content marketing,content strategy &planning,messaging & positioning,"defining brand voice, tone & style guide"
topic-based,marketing,digital marketing,content marketing,content strategy & planning,competitive & keyword analysis,content gap analysis vs. competitors
topic-based,marketing,digital marketing,content marketing,content strategy & planning,competitive & keyword analysis,building topic clusters & pillar page strategy
topic-based,marketing,digital marketing,content marketing,content strategy & planning,editorial calendar management,content cadence & velocity planning
topic-based,marketing,digital marketing,content marketing,content strategy & planning,editorial calendar management,workflow & approval processes
topic-based,marketing,digital marketing,content marketing,content strategy & planning,editorial calendar management,"using content management tools (asana, trello, etc.)"
topic-based,marketing,digital marketing,content marketing,content creation & production,written content,blog posts & articles
topic-based,marketing,digital marketing,content marketing,content creation & production,written content,"ebooks, whitepapers & guides"
topic-based,marketing,digital marketing,content marketing,content creation & production,written content,case studies & customer success stories
topic-based,marketing,digital marketing,content marketing,content creation & production,written content,website & landing page copywriting
topic-based,marketing,digital marketing,content marketing,content creation & production,written content,email & newsletter copywriting
topic-based,marketing,digital marketing,content marketing,content creation & production,video content,"short-form social video (reels, tiktoks, shorts)"
topic-based,marketing,digital marketing,content marketing,content creation & production,video content,long-form explainer & educational videos
topic-based,marketing,digital marketing,content marketing,content creation & production,video content,webinars & virtual events
topic-based,marketing,digital marketing,content marketing,content creation & production,video content,product demos & tutorial videos
topic-based,marketing,digital marketing,content marketing,content creation & production,audio content,podcast planning & production
topic-based,marketing,digital marketing,content marketing,content creation & production,visual content,infographics & data visualizations
topic-based,marketing,digital marketing,content marketing,content creation & production,visual content,social media graphics & quote cards
topic-based,marketing,digital marketing,content marketing,content creation & production,content optimization for seo,creating & using seo content briefs
topic-based,marketing,digital marketing,content marketing,content creation & production,content optimization for seo,"on-page seo (headlines, meta, internal links)"
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,owned channels,website & blog publishing
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,owned channels,email marketing & newsletter distribution
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,owned channels,social media promotion
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,paid channels (amplification),paid social media boosting & ads
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,paid channels (amplification),"content discovery networks (e.g., taboola, outbrain)"
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,paid channels (amplification),search engine marketing (sem) for gated content
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,earned channels,digital pr & media outreach
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,earned channels,guest blogging strategy
topic-based,marketing,digital marketing,content marketing,content distribution & promotion,earned channels,"community engagement (forums, groups)"
topic-based,marketing,digital marketing,content marketing,content operations & management,content management system (cms),"platform management (e.g., wordpress, hubspot)"
topic-based,marketing,digital marketing,content marketing,content operations & management,content management system (cms),content taxonomy & tagging strategy
topic-based,marketing,digital marketing,content marketing,content operations & management,content repurposing & refreshing,atomizing long-form content into micro-content
topic-based,marketing,digital marketing,content marketing,content operations & management,content repurposing & refreshing,historical content update cadence
topic-based,marketing,digital marketing,content marketing,content operations & management,team & resource management,defining roles & responsibilities
topic-based,marketing,digital marketing,content marketing,content operations & management,team & resource management,managing freelancers & agencies
topic-based,marketing,digital marketing,content marketing,content operations & management,team & resource management,budget planning & tracking
topic-based,marketing,digital marketing,content marketing,content performance & analytics,kpi tracking,"traffic & consumption metrics (pageviews, time on page)"
topic-based,marketing,digital marketing,content marketing,content performance & analytics,kpi tracking,"engagement metrics (social shares, comments, backlinks)"
topic-based,marketing,digital marketing,content marketing,content performance & analytics,kpi tracking,"conversion metrics (leads, downloads, mqls)"
